customer_id,gender,age,senior_citizen,senior_label,married,number_of_dependents,number_of_referrals,tenure_in_months,tenure_group,offer,internet_service,internet_type,contract,payment_method,paperless_billing,monthly_charge,monthly_charge_group,total_charges,total_revenue,satisfaction_score,churn_label,churn_flag,churn_probability,predicted_churn,predicted_churn_flag,risk_level,prediction_result_type,revenue_at_risk,expected_annual_loss,high_risk_revenue,internet_contract_segment,senior_payment_segment,action_segment,recommended_action
5605-XNWEN,Male,77,Yes,,Yes,0,0,72,49-72 months,,No,,Two Year,Bank Withdrawal,Yes,25.0,Low,1802.55,3860.9,5,No,0,0.062250777210979005,No,0,Low Risk,True Negative,1.556269430274475,18.6752331632937,0.0,None + Two Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
2519-LBNQL,Male,80,Yes,,Yes,0,2,60,49-72 months,,Yes,Fiber Optic,One Year,Bank Withdrawal,Yes,104.35,Very High,6339.45,7675.22,4,No,0,0.3577001020699371,Yes,1,Medium Risk,False Positive,37.326005650997935,447.91206781197525,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Monitor,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
8623-ULFNQ,Female,79,Yes,,No,0,0,26,25-48 months,,Yes,DSL,Two Year,Bank Withdrawal,Yes,66.05,High,1652.4,1919.01,5,No,0,0.07991148537654359,No,0,Low Risk,True Negative,5.278153609120704,63.337843309448445,0.0,DSL + Two Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
7789-HKSBS,Female,79,Yes,,Yes,0,2,42,25-48 months,,Yes,Fiber Optic,One Year,Bank Withdrawal,Yes,105.2,Very High,4599.15,6044.65,3,No,0,0.5031123770952921,Yes,1,Medium Risk,False Positive,52.92742207042473,635.1290648450968,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Monitor,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
2070-XYMFH,Female,66,Yes,,No,0,0,23,13-24 months,,Yes,Fiber Optic,Two Year,Credit Card,Yes,79.35,High,1835.3,2020.45,5,No,0,0.09683735742230568,No,0,Low Risk,True Negative,7.684044311459955,92.20853173751945,0.0,Fiber Optic + Two Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package"
5663-QBGIS,Male,65,Yes,,Yes,0,0,72,49-72 months,,Yes,Fiber Optic,Two Year,Bank Withdrawal,No,98.35,Very High,6929.4,10141.32,3,No,0,0.16613275270647726,No,0,Low Risk,True Negative,16.339156228682036,196.06987474418443,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
3402-XRIUO,Female,73,Yes,,Yes,0,5,22,13-24 months,Offer D,Yes,DSL,Two Year,Credit Card,Yes,63.55,Medium,1381.8,1760.64,3,No,0,0.004239582460820532,No,0,Low Risk,True Negative,0.26942546538514484,3.233105584621738,0.0,DSL + Two Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
8058-DMYRU,Male,69,Yes,,No,0,0,54,49-72 months,,Yes,Fiber Optic,Two Year,Bank Withdrawal,Yes,90.05,High,4931.8,5935.12,5,No,0,0.04968938753152914,No,0,Low Risk,True Negative,4.474529347214199,53.69435216657039,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
3537-RYBHH,Female,78,Yes,,Yes,0,1,47,25-48 months,,Yes,DSL,Two Year,Credit Card,Yes,67.45,High,3252.0,5450.1900000000005,3,No,0,0.07323494024348602,No,0,Low Risk,True Negative,4.939696719423132,59.27636063307759,0.0,DSL + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package
0523-VNGTF,Female,78,Yes,,No,0,0,52,49-72 months,,Yes,DSL,Two Year,Bank Withdrawal,Yes,50.5,Medium,2566.3,2566.3,3,No,0,0.04942244487248339,No,0,Low Risk,True Negative,2.495833466060411,29.95000159272493,0.0,DSL + Two Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
7105-MXJLL,Female,76,Yes,,Yes,0,2,26,25-48 months,,Yes,Cable,One Year,Credit Card,No,60.7,Medium,1597.4,2042.52,5,No,0,0.19112509026826435,No,0,Low Risk,True Negative,11.601292979283647,139.21551575140376,0.0,Cable + One Year,nan + Credit Card,Low Priority,Offer a trial premium support package
7064-FRRSW,Male,71,Yes,,No,0,0,48,25-48 months,,Yes,Fiber Optic,One Year,Bank Withdrawal,Yes,99.0,Very High,4744.35,5026.110000000001,4,No,0,0.22309267556408968,No,0,Low Risk,True Negative,22.08617488084488,265.03409857013855,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
1636-NTNCO,Male,72,Yes,,No,0,0,4,0-6 months,,Yes,DSL,Two Year,Credit Card,Yes,50.95,Medium,207.35,207.35,3,No,0,0.1139324195068774,No,0,Low Risk,True Negative,5.804856773875404,69.65828128650485,0.0,DSL + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package | Apply early-life retention follow-up
3219-JQRSL,Female,70,Yes,,Yes,0,1,72,49-72 months,,Yes,DSL,Two Year,Credit Card,No,89.1,High,6352.4,8112.08,3,No,0,0.017093365591184552,No,0,Low Risk,True Negative,1.5230188741745434,18.276226490094523,0.0,DSL + Two Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
1845-CSBRZ,Female,71,Yes,,Yes,1,7,22,13-24 months,Offer D,Yes,Fiber Optic,Two Year,Bank Withdrawal,No,85.35,High,1961.6,2845.78,5,No,0,0.010146761057722487,No,0,Low Risk,True Negative,0.8660260562766142,10.39231267531937,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
3723-BFBGR,Male,74,Yes,,No,0,0,24,13-24 months,,Yes,Cable,Two Year,Credit Card,No,54.8,Medium,1291.3,1609.14,5,No,0,0.03179171786415643,No,0,Low Risk,True Negative,1.7421861389557722,20.906233667469266,0.0,Cable + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package
5692-ICXLW,Male,75,Yes,,No,0,0,31,25-48 months,,Yes,Fiber Optic,Two Year,Bank Withdrawal,Yes,90.7,High,2845.15,4393.16,5,No,0,0.20146714869558593,No,0,Low Risk,True Negative,18.273070386689646,219.27684464027575,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
7020-OZKXZ,Female,65,Yes,,No,0,0,9,7-12 months,,Yes,Fiber Optic,Two Year,Credit Card,No,75.5,High,637.4,862.04,3,No,0,0.0924206106948161,No,0,Low Risk,True Negative,6.977756107458615,83.73307328950338,0.0,Fiber Optic + Two Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Apply early-life retention follow-up"
0308-GIQJT,Male,80,Yes,,No,0,0,71,49-72 months,,Yes,Fiber Optic,One Year,Bank Withdrawal,No,105.75,Very High,7382.85,7815.950000000001,4,No,0,0.13313843641375891,No,0,Low Risk,True Negative,14.079389650755004,168.95267580906005,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
8775-ERLNB,Male,76,Yes,,Yes,0,7,1,0-6 months,,Yes,Fiber Optic,Two Year,Bank Withdrawal,No,74.3,High,74.3,92.14,5,No,0,0.023131087859751025,No,0,Low Risk,True Negative,1.7186398279795012,20.623677935754014,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
8309-IEYJD,Female,73,Yes,,No,0,0,1,0-6 months,Offer E,Yes,Fiber Optic,Two Year,Credit Card,Yes,70.6,High,70.6,133.20999999999998,4,No,0,0.15047929624452833,No,0,Low Risk,True Negative,10.623838314863699,127.48605977836439,0.0,Fiber Optic + Two Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Apply early-life retention follow-up"
7361-YPXFS,Female,67,Yes,,No,0,0,28,25-48 months,,Yes,Cable,Two Year,Bank Withdrawal,No,64.45,Medium,1867.6,2223.76,4,No,0,0.030155902843283337,No,0,Low Risk,True Negative,1.9435479382496113,23.322575258995336,0.0,Cable + Two Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
6557-BZXLQ,Male,66,Yes,,No,0,0,16,13-24 months,Offer D,Yes,Fiber Optic,Two Year,Bank Withdrawal,No,69.65,High,1043.3,1409.6999999999998,3,No,0,0.04483753748370402,No,0,Low Risk,True Negative,3.122934485739985,37.475213828879816,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
4832-VRBMR,Male,65,Yes,,Yes,0,1,65,49-72 months,,Yes,Fiber Optic,One Year,Bank Withdrawal,Yes,103.15,Very High,6792.45,7874.7,3,No,0,0.3546279593774206,Yes,1,Medium Risk,False Positive,36.57987400978094,438.95848811737125,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Monitor,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
7901-TBKJX,Male,76,Yes,,No,0,0,56,49-72 months,,Yes,Fiber Optic,Two Year,Bank Withdrawal,Yes,101.05,Very High,5594.0,5894.64,3,No,0,0.08551854609699133,No,0,Low Risk,True Negative,8.641649083100974,103.6997889972117,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
9919-FZDED,Male,79,Yes,,Yes,0,1,72,49-72 months,,Yes,DSL,Two Year,Credit Card,Yes,84.1,High,5981.65,7227.25,3,No,0,0.034313771862808595,No,0,Low Risk,True Negative,2.885788213662203,34.629458563946436,0.0,DSL + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package
7206-PQBBZ,Male,76,Yes,,Yes,0,7,11,7-12 months,Offer D,Yes,Fiber Optic,Two Year,Bank Withdrawal,Yes,70.2,High,834.7,1103.3200000000002,3,No,0,0.01828360443415589,No,0,Low Risk,True Negative,1.2835090312777435,15.402108375332922,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
4079-VTGLK,Male,77,Yes,,Yes,0,7,30,25-48 months,,Yes,DSL,Two Year,Bank Withdrawal,No,74.85,High,2181.75,3396.75,5,No,0,0.00930777485681035,No,0,Low Risk,True Negative,0.6966869480322546,8.360243376387055,0.0,DSL + Two Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
2931-VUVJN,Female,71,Yes,,Yes,0,0,59,49-72 months,,Yes,Fiber Optic,One Year,Bank Withdrawal,Yes,94.05,High,5483.9,6643.16,3,No,0,0.3227417412200868,Yes,1,Medium Risk,False Positive,30.353860761749164,364.24632914099,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Monitor,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
2878-RMWXY,Male,75,Yes,,Yes,0,5,72,49-72 months,,Yes,Fiber Optic,Two Year,Credit Card,Yes,102.65,Very High,7550.3,9602.3,3,No,0,0.008567609414029011,No,0,Low Risk,True Negative,0.879465106350078,10.553581276200937,0.0,Fiber Optic + Two Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package"
7375-WMVMT,Male,75,Yes,,Yes,0,2,71,49-72 months,,Yes,Fiber Optic,Two Year,Credit Card,Yes,95.5,Very High,6707.15,6794.48,4,No,0,0.024670823011978937,No,0,Low Risk,True Negative,2.3560635976439883,28.27276317172786,0.0,Fiber Optic + Two Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history"
7622-FWGEW,Male,71,Yes,,Yes,0,8,56,49-72 months,,Yes,DSL,Two Year,Bank Withdrawal,Yes,85.65,High,4824.45,6598.53,3,No,0,0.0018600675465210792,No,0,Low Risk,True Negative,0.15931478535953045,1.9117774243143653,0.0,DSL + Two Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
0380-NEAVX,Male,72,Yes,,No,0,0,34,25-48 months,,Yes,Fiber Optic,One Year,Bank Withdrawal,Yes,99.85,Very High,3343.15,4533.15,5,No,0,0.31625451047385134,Yes,1,Medium Risk,False Positive,31.578012870814053,378.93615444976865,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Monitor,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
8495-LJDFO,Female,76,Yes,,No,0,0,64,49-72 months,,Yes,Fiber Optic,Two Year,Bank Withdrawal,Yes,108.95,Very High,7111.3,8574.34,4,No,0,0.05455004637576253,No,0,Low Risk,True Negative,5.9432275526393274,71.31873063167193,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
1302-UHBDD,Male,70,Yes,,No,0,0,20,13-24 months,Offer D,Yes,Fiber Optic,Two Year,Bank Withdrawal,No,89.95,High,1648.45,2617.65,4,No,0,0.06350766678596369,No,0,Low Risk,True Negative,5.712514627397434,68.55017552876922,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
3597-YASZG,Female,73,Yes,,Yes,0,3,70,49-72 months,Offer A,Yes,Fiber Optic,Two Year,Bank Withdrawal,Yes,104.45,Very High,7349.35,10103.15,4,No,0,0.10523304489307493,No,0,Low Risk,True Negative,10.991591539081677,131.89909846898013,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
3420-ZDBMA,Male,78,Yes,,No,0,0,5,0-6 months,Offer E,Yes,Fiber Optic,Two Year,Credit Card,Yes,71.45,High,371.6,457.25,4,No,0,0.19217009965204385,No,0,Low Risk,True Negative,13.730553620138533,164.76664344166238,0.0,Fiber Optic + Two Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Apply early-life retention follow-up"
3398-GCPMU,Female,74,Yes,,Yes,0,4,72,49-72 months,Offer A,Yes,DSL,Two Year,Credit Card,Yes,89.55,High,6448.85,6864.29,3,No,0,0.016846374043245876,No,0,Low Risk,True Negative,1.5085927955726681,18.103113546872017,0.0,DSL + Two Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
1013-QCWAM,Female,73,Yes,,Yes,0,0,66,49-72 months,Offer A,Yes,Fiber Optic,Two Year,Bank Withdrawal,Yes,100.8,Very High,6690.75,8542.71,4,No,0,0.49248226775835346,Yes,1,Medium Risk,False Positive,49.64221259004203,595.7065510805044,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Monitor,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
0336-PIKEI,Male,69,Yes,,Yes,0,7,72,49-72 months,Offer A,Yes,DSL,Two Year,Bank Withdrawal,No,74.4,High,5360.75,5880.19,4,No,0,0.003225712123871139,No,0,Low Risk,True Negative,0.23999298201601277,2.8799157841921534,0.0,DSL + Two Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
7322-OCWHC,Male,73,Yes,,Yes,0,10,72,49-72 months,Offer A,Yes,Fiber Optic,Two Year,Bank Withdrawal,Yes,93.05,High,6735.05,6831.53,3,No,0,0.0015507098486370332,No,0,Low Risk,True Negative,0.14429355141567593,1.7315226169881113,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
5732-IKGQH,Male,79,Yes,,Yes,0,5,52,49-72 months,,Yes,Fiber Optic,One Year,Bank Withdrawal,Yes,104.45,Very High,5481.25,7509.25,3,No,0,0.07517435273706506,No,0,Low Risk,True Negative,7.851961143386446,94.22353372063735,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
0093-EXYQL,Female,72,Yes,,No,0,0,40,25-48 months,,Yes,Fiber Optic,Two Year,Bank Withdrawal,Yes,91.55,High,3673.6,5439.2,3,No,0,0.13250280714325227,No,0,Low Risk,True Negative,12.130631993964744,145.56758392757695,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
9168-INPSZ,Female,75,Yes,,Yes,0,10,44,25-48 months,,Yes,Fiber Optic,Two Year,Bank Withdrawal,No,104.15,Very High,4495.65,5412.17,4,No,0,0.0021941303037673046,No,0,Low Risk,True Negative,0.2285186711373648,2.7422240536483775,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
0015-UOCOJ,Female,68,Yes,,No,0,0,7,7-12 months,Offer E,Yes,DSL,Two Year,Bank Withdrawal,Yes,48.2,Medium,340.35,414.06,3,No,0,0.07781217693549994,No,0,Low Risk,True Negative,3.7505469282910973,45.00656313949317,0.0,DSL + Two Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
5334-AFQJB,Male,66,Yes,,No,0,0,72,49-72 months,Offer A,No,,Two Year,Credit Card,Yes,25.1,Low,1789.9,1960.54,5,No,0,0.01941171069233343,No,0,Low Risk,True Negative,0.48723393837756906,5.846807260530829,0.0,None + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package
